Place_Id,Place_Name,Category,City,Rating,Price,Description,tags
53,Rumah Sipitung,Budaya,Jakarta,4.5,5000,"Rumah Si Pitung di Marunda, Jakarta Utara, Indonesia, merupakan satu dari sedikit rumah panggung Betawi yang tersisa. Rumah panggung ini merupakan representasi hunian panggung masyarakat Betawi yang tinggal di wilayah-wilayah Pesisir. Rumah ini menjadi museum dan masuk dalam cagar budaya. Tidak diketahui kapan persisnya Rumah Si Pitung didirikan. Diperkirakan bangunan tersebut dibangun pada abad ke-20. Rumah panggung yang sering juga disebut Rumah Tinggi Marunda ini mirip dengan rumah tradisional Suku Bugis. Rumah ini tadinya milik Haji Saipudin, seorang saudagar kaya bandar ikan asal Makassar (sumber lain mengatakan Haji Saipudin adalah juragan sero, atau konglomerat kapal). Haji Saipuddin diyakini merupakan sahabat erat Si Pitung. Pitung ditengarai hanya beberapa kali singgah di rumah itu (diperkirakan pada dasawarsa 1890-an). Singgahnya Si Pitung terakhir kali adalah dalam rangka bersembunyi dari kejaran tentara Belanda dengan tuduhan merampok. Pemerintah DKI Jakarta pertama kali memugar rumah panggung yang ditopang oleh 40 buah tiang itu pada tahun 1972. Sebelumnya pada tahun yang sama bangunan ini dibeli oleh Pemprov DKI Jakarta dari keturunan (ahli waris) H. Saipudin. Bangunan tersebut kini menjadi museum dan masuk dalam cagar budaya berdasarkan SK Gubernur No.475 tahun 1993 dan SK Menteri No.140/M/1998. Lembaga yang memberi nama rumah asli Betawi Pesisir ini sebagai rumah Si Pitung adalah Museum Nasional.",rumah si pitung di marunda jakarta utara indonesia rupa satu dari sedikit rumah panggung betawi yang sisa rumah panggung ini rupa representasi huni panggung masyarakat betawi yang tinggal di wilayah wilayah pesisir rumah ini jadi museum dan masuk dalam cagar budaya tidak tahu kapan persis rumah si pitung diri kira bangun sebut bangun pada abad ke 20 rumah panggung yang sering juga sebut rumah tinggi marunda ini mirip dengan rumah tradisional suku bugis rumah ini tadi milik haji saipudin orang saudagar kaya bandar ikan asal makassar sumber lain kata haji saipudin adalah juragan sero atau konglomerat kapal haji saipuddin yakin rupa sahabat erat si pitung pitung tengara hanya beberapa kali singgah di rumah itu kira pada dasawarsa 1890 an singgah si pitung akhir kali adalah dalam rangka sembunyi dari kejar tentara belanda dengan tuduh rampok perintah dki jakarta pertama kali pugar rumah panggung yang topang oleh 40 buah tiang itu pada tahun 1972 belum pada tahun yang sama bangun ini beli oleh pemprov dki jakarta dari turun ahli waris h saipudin bangun sebut kini jadi museum dan masuk dalam cagar budaya dasar sk gubernur no 475 tahun 1993 dan sk menteri no 140 m 1998 lembaga yang beri nama rumah asli betawi pesisir ini bagai rumah si pitung adalah museum nasional budaya budaya budaya budaya budaya jakarta jakarta jakarta jakarta jakarta 
54,Taman Agrowisata Cilangkap,Taman Hiburan,Jakarta,4.2,0,"Taman seluas sekitar 19 hektar ini dimiliki oleh pemerintah Provinsi (Pemprov) DKI Jakarta yang dikelola oleh Dinas Pertanian dan Kehutanan DKI. Taman Wisata Agro Cilangkap ini terletak di Jalan Raya Cilangkap No.45, Jakarta Timur. Taman ini terasa begitu permai dengan tumbuhnya aneka jenis pepohonan rindang. Kesejukan udara yang jauh dari polusi asap kendaraan bermotor, juga dapat dinikmati di taman yang dijadikan alternatif destinasi wisata bagi warga berdomisili di sekitar kawasan tersebut. Taman Wisata Agro Cilangkap juga dilengkapi dengan beberapa fasilitas seperti arena olahraga, jogging track, arena bermain anak, serta bagi sobat Ayojakarta yang memiliki hobi memancing, di sekitar area taman memiliki danau yang biasanya dijadikan area untuk memancing.",taman luas sekitar 19 hektar ini milik oleh perintah provinsi pemprov dki jakarta yang kelola oleh dinas tani dan hutan dki taman wisata agro cilangkap ini letak di jalan raya cilangkap no 45 jakarta timur taman ini asa begitu permai dengan tumbuh aneka jenis pohon rindang sejuk udara yang jauh dari polusi asap kendara motor juga dapat nikmat di taman yang jadi alternatif destinasi wisata bagi warga domisili di sekitar kawasan sebut taman wisata agro cilangkap juga lengkap dengan beberapa fasilitas seperti arena olahraga jogging track arena main anak serta bagi sobat ayojakarta yang milik hobi pancing di sekitar area taman milik danau yang biasa jadi area untuk pancing taman hibur taman hibur taman hibur taman hibur taman hibur jakarta jakarta jakarta jakarta jakarta 
55,Klenteng Jin De Yuan,Tempat Ibadah,Jakarta,4.5,0,"Kelenteng Kim Tek Le, atau yang lebih dikenal dengan Kelenteng Jin De Yuan, sudah dibangun sejak 1650. Kelenteng yang disebut-sebut sebagai yang tertua di Jakarta ini didirikan oleh seorang Letnan Tionghoa, Kwee Hoen dan awalnya dinamakan Koan Im Teng. Jin De Yuan juga dikenal sebagai salah satu dari empat kelenteng besar yang dikelola oleh Kong Koan atau Dewan Tionghoa. Mereka adalah Kelenteng Goenoeng Sari, Kelenteng Toa Peh Kong, Kelenteng Jin De yuan sendiri, dan Kelenteng Hian Thian Shang di Tanah Tandjoeng yang kini sudah musnah.",kelenteng kim tek le atau yang lebih kenal dengan kelenteng jin de yuan sudah bangun sejak 1650 kelenteng yang sebut sebut bagai yang tua di jakarta ini diri oleh orang letnan tionghoa kwee hoen dan awal nama koan im teng jin de yuan juga kenal bagai salah satu dari empat kelenteng besar yang kelola oleh kong koan atau dewan tionghoa mereka adalah kelenteng goenoeng sari kelenteng toa peh kong kelenteng jin de yuan sendiri dan kelenteng hian thian shang di tanah tandjoeng yang kini sudah musnah tempat ibadah tempat ibadah tempat ibadah tempat ibadah tempat ibadah jakarta jakarta jakarta jakarta jakarta 
56,Pantai Ancol,Bahari,Jakarta,4.4,25000,"Pantai Ancol merupakan kawasan wisata yang merupakan destinasi wisata pantai dalam kota Jakarta. Wisatawan dapat menikmati suasana segar Pantai Lagoon, Festival, Indah, Beach Pool dan Carnaval, serta Danau Impian. Berlibur di alam terbuka dipercaya memiliki efek menenangkan dan menyenangkan. Panjang garis pantainya yang kurang lebih 6,5 km menjadi tempat berbagai aktivitas wisata. Wisata pantai ini merupakan BUMD penghasil Pendapatan Asli Daerah kedua terbesar bagi provinsi DKI Jakarta.",pantai ancol rupa kawasan wisata yang rupa destinasi wisata pantai dalam kota jakarta wisatawan dapat nikmat suasana segar pantai lagoon festival indah beach pool dan carnaval serta danau impi libur di alam buka percaya milik efek tenang dan senang panjang garis pantai yang kurang lebih 6 5 km jadi tempat bagai aktivitas wisata wisata pantai ini rupa bumd hasil dapat asli daerah dua besar bagi provinsi dki jakarta bahari bahari bahari bahari bahari jakarta jakarta jakarta jakarta jakarta 
57,Taman Lapangan Banteng,Taman Hiburan,Jakarta,4.7,0,"Lapangan Banteng, dulu bernama Waterlooplein (bahasa Belanda: plein = lapangan) yaitu suatu lapangan yang terletak di Weltevreden, Batavia; tidak jauh dari Gereja Katedral Jakarta. Pada masa itu, Lapangan Banteng dikenal dengan sebutan Lapangan Singa[1] karena di tengahnya terpancang tugu peringatan kemenangan pertempuran di Waterloo, dengan patung singa di atasnya. Pertempuran Waterloo tersebut terjadi tanggal 18 Juni 1815 di dekat kota Waterloo, yaitu sekitar 15 km ke arah selatan dari ibu kota Belgia, Brussels. Pertempuran itu merupakan pertempuran terakhir Napoleon melawan pasukan gabungan Inggris-Belanda-Jerman. Pertempuran ini juga dicatat dalam sejarah sebagai penutup dari seratus hari sejak larinya Napoleon dari pengasingannya di pulau Elba. Sedangkan Tugu Singa tersebut didirikan pada zaman pemerintahan pendudukan tentara Jepang (1942-1945). Setelah Indonesia merdeka, namanya diganti menjadi Lapangan Banteng. Terdapat kemungkinan pada zaman dahulu tempat yang kini menjadi lapangan itu dihuni berbagai macam satwa liar seperti macan, kijang, dan banteng. Pada waktu J.P. Coen membangun kota Batavia di dekat muara Ciliwung, lapangan tersebut dan sekelilingnya masih berupa hutan belantara yang sebagian berpaya–paya. Sebelah timur dijalan Lapangan banteng timur tedapat Kantor Satlantas Polres jakarta Pusat.",lapang banteng dulu nama waterlooplein bahasa belanda plein lapang yaitu suatu lapang yang letak di weltevreden batavia tidak jauh dari gereja katedral jakarta pada masa itu lapang banteng kenal dengan sebut lapang singa 1 karena di tengah pancang tugu ingat menang tempur di waterloo dengan patung singa di atas tempur waterloo sebut jadi tanggal 18 juni 1815 di dekat kota waterloo yaitu sekitar 15 km ke arah selatan dari ibu kota belgia brussels tempur itu rupa tempur akhir napoleon lawan pasu gabung inggris belanda jerman tempur ini juga catat dalam sejarah bagai tutup dari ratus hari sejak lari napoleon dari asing di pulau elba sedang tugu singa sebut diri pada zaman perintah duduk tentara jepang 1942 1945 telah indonesia merdeka nama ganti jadi lapang banteng dapat mungkin pada zaman dahulu tempat yang kini jadi lapang itu huni bagai macam satwa liar seperti macan kijang dan banteng pada waktu j p coen bangun kota batavia di dekat muara ciliwung lapang sebut dan keliling masih upa hutan belantara yang bagi paya paya belah timur jalan lapang banteng timur tedapat kantor satlantas polres jakarta pusat taman hibur taman hibur taman hibur taman hibur taman hibur jakarta jakarta jakarta jakarta jakarta 
58,Taman Ayodya,Taman Hiburan,Jakarta,4.4,0,"Taman Ayodya, yang dulu bernama Taman Barito, adalah sebuah taman kota yang berada di Jakarta Selatan. Taman ini berlokasi di atas lahan seluas 7.500 m2, dilengkapi dengan kolam buatan seluas 1.500 m2 di tengahnya.\nTaman Ayodya juga dilengkapi dengan jalur pijakan, kursi, gazebo, pendopo, kamar mandi, serta trek jogging.. Di dekat taman ini terdapat hotel dan pasar seperti Hotel Gran Mahakam, Plaza Blok M, Pasar Burung Barito, Mal Kebayoran Baru, dan Pasar Taman Puring.\nTaman ini bersebelahan dengan Taman Langsat hanya dengan menyebrang jalan raya saja.",taman ayodya yang dulu nama taman barito adalah buah taman kota yang ada di jakarta selatan taman ini lokasi di atas lahan luas 7 500 m2 lengkap dengan kolam buat luas 1 500 m2 di tengah ntaman ayodya juga lengkap dengan jalur pijak kursi gazebo pendopo kamar mandi serta trek jogging di dekat taman ini dapat hotel dan pasar seperti hotel gran mahakam plaza blok m pasar burung barito mal kebayoran baru dan pasar taman puring ntaman ini bahan dengan taman langsat hanya dengan menyebrang jalan raya saja taman hibur taman hibur taman hibur taman hibur taman hibur jakarta jakarta jakarta jakarta jakarta 
59,Museum Sumpah Pemuda,Budaya,Jakarta,4.7,2000,"Museum Sumpah Pemuda adalah sebuah museum sejarah perjuangan kemerdekaan Republik Indonesia yang berada di Jalan Kramat Raya No. 106, Jakarta Pusat dan dikelola oleh Kementerian Pendidikan dan Kebudayaan Republik Indonesia. Museum ini dibuka untuk umum, setiap hari Selasa sampai dengan Jumat dari pukul 08.00 hingga 16.00 UTC+7, setiap Sabtu dan Minggu pada pukul 08.00—16.00 WIB, dan setiap hari Senin dan hari besar nasional, museum ini ditutup untuk umum.\nMuseum ini memiliki koleksi foto dan benda-benda yang berhubungan dengan sejarah Sumpah Pemuda 1928, serta kegiatan-kegiatan dalam pergerakan nasional kepemudaan Indonesia. Museum Sumpah Pemuda ini didirikan berdasarkan SK Gubernur DKI Jakarta pada tahun 1972 dan menjadi benda cagar budaya nasional.",museum sumpah pemuda adalah buah museum sejarah juang merdeka republik indonesia yang ada di jalan kramat raya no 106 jakarta pusat dan kelola oleh menteri didik dan budaya republik indonesia museum ini buka untuk umum tiap hari selasa sampai dengan jumat dari pukul 08 00 hingga 16 00 utc 7 tiap sabtu dan minggu pada pukul 08 00 16 00 wib dan tiap hari senin dan hari besar nasional museum ini tutup untuk umum nmuseum ini milik koleksi foto dan benda benda yang hubung dengan sejarah sumpah pemuda 1928 serta giat giat dalam gera nasional pemuda indonesia museum sumpah pemuda ini diri dasar sk gubernur dki jakarta pada tahun 1972 dan jadi benda cagar budaya nasional budaya budaya budaya budaya budaya jakarta jakarta jakarta jakarta jakarta 
60,Museum Tekstil,Budaya,Jakarta,4.5,5000,"Museum cinta Tekstil menempati gedung tua di Jalan K.S. Tubun / Kota Bambu Selatan No. 4 Kecamatan Palmerah, Jakarta Barat\n\nGedungnya sendiri pada mulanya adalah rumah pribadi seorang warga negara Prancis yang dibangun pada abad ke-19. Kemudian dibeli oleh konsul Turki bernama Abdul Azis Almussawi Al Kazimi yang menetap di Indonesia. Selanjutnya tahun 1942 dijual kepada Dr. Karel Christian Cruq.\nPada masa perjuangan kemerdekaan Indonesia, gedung ini menjadi markas Barisan Keamanan Rakyat (BKR) dan tahun 1947 didiami oleh Lie Sion Pin. Pada tahun 1952 dibeli oleh Departemen Sosial dan pada tanggal 25 Oktober 1975 diserahkan kepada Pemda DKI Jakarta yang untuk kemudian pada tanggal 28 Juni 1976 diresmikan penggunaannya oleh Ibu Tien Soeharto sebagai Museum Tekstil.",museum cinta tekstil tempat gedung tua di jalan k s tubun kota bambu selatan no 4 camat palmerah jakarta barat n ngedungnya sendiri pada mula adalah rumah pribadi orang warga negara prancis yang bangun pada abad ke 19 kemudian beli oleh konsul turki nama abdul azis almussawi al kazimi yang tetap di indonesia lanjut tahun 1942 jual kepada dr karel christian cruq npada masa juang merdeka indonesia gedung ini jadi markas baris aman rakyat bkr dan tahun 1947 ami oleh lie sion pin pada tahun 1952 beli oleh departemen sosial dan pada tanggal 25 oktober 1975 serah kepada pemda dki jakarta yang untuk kemudian pada tanggal 28 juni 1976 resmi guna oleh ibu tien soeharto bagai museum tekstil budaya budaya budaya budaya budaya jakarta jakarta jakarta jakarta jakarta 
61,Tugu Proklamasi,Budaya,Jakarta,4.6,0,"Tugu Proklamasi adalah tugu peringatan proklamasi kemerdekaan Republik Indonesia yang berdiri di kompleks Taman Proklamasi di Jalan Proklamasi, Jakarta Pusat. Taman tersebut berlokasi di bekas kediaman Sukarno di Jalan Pegangsaan Timur 56. Rumah tersebut, telah dihancurkan, adalah lokasi pembacaan proklamasi kemerdekaan.Pada kompleks juga terdapat monumen dua patung Sukarno-Hatta berukuran besar yang berdiri berdampingan, mirip dengan dokumentasi foto ketika naskah proklamasi pertama kali dibacakan. Di tengah-tengah dua patung proklamator terdapat patung naskah proklamasi terbuat dari lempengan batu marmer hitam, dengan susunan dan bentuk tulisan mirip dengan naskah ketikan aslinya.",tugu proklamasi adalah tugu ingat proklamasi merdeka republik indonesia yang diri di kompleks taman proklamasi di jalan proklamasi jakarta pusat taman sebut lokasi di bekas diam sukarno di jalan gangsa timur 56 rumah sebut telah hancur adalah lokasi baca proklamasi merdeka pada kompleks juga dapat monumen dua patung sukarno hatta ukur besar yang diri damping mirip dengan dokumentasi foto ketika naskah proklamasi pertama kali baca di tengah tengah dua patung proklamator dapat patung naskah proklamasi buat dari lempeng batu marmer hitam dengan susun dan bentuk tulis mirip dengan naskah keti asli budaya budaya budaya budaya budaya jakarta jakarta jakarta jakarta jakarta 
62,Taman Legenda Keong Emas,Taman Hiburan,Jakarta,4.5,30000,"Taman Legenda Keong Emas merupakan salah satu tempat rekreasi favorit yang ada di kawasan Jakarta Timur. Berada di dalam lokasi Taman Mini Indonesia Indah atau TMII, Taman Legenda Keong Emas TMII juga telah menjadi ikon di dalam pusat sarana wisata terbesar di Indonesia ini. Selain sebagai sarana rekreasi untuk seluruh keluarga, Taman Legenda Keong Emas TMII juga mempunyai visi dan misi untuk mengedukasi masyarakat sekaligus melestarikan warisan kebudayaan Indonesia, salah satunya melalui legenda cerita rakyat.",taman legenda keong emas rupa salah satu tempat rekreasi favorit yang ada di kawasan jakarta timur ada di dalam lokasi taman mini indonesia indah atau tmii taman legenda keong emas tmii juga telah jadi ikon di dalam pusat sarana wisata besar di indonesia ini selain bagai sarana rekreasi untuk seluruh keluarga taman legenda keong emas tmii juga punya visi dan misi untuk edukasi masyarakat sekaligus lestari waris budaya indonesia salah satu lalu legenda cerita rakyat taman hibur taman hibur taman hibur taman hibur taman hibur jakarta jakarta jakarta jakarta jakarta 
63,Museum Kebangkitan Nasional,Budaya,Jakarta,4.7,2000,"Museum Kebangkitan Nasional (bahasa Inggris: Museum of National Awakening) adalah sebuah gedung yang dibangun sebagai monumen tempat lahir dan berkembangnya kesadaran nasional dan juga ditemukannya organisasi pergerakan modern pertama kali dengan nama Boedi Oetomo. Sebelum menjadi museum, bangunan ini dahulunya adalah sekolah kedokteran yang didirikan oleh Belanda dengan nama School tot Opleiding van Inlandsche Artsen disingkat STOVIA atau Sekolah Dokter Bumiputra. Dalam perjalanannya, gedung tersebut selalu beralih fungsi. Lokasi museum ini tidak jauh dari Pasar Senen, tepatnya di Jalan Abdurrahman Saleh No.26, sebelum RSPAD Gatot Subroto, Jakarta Pusat.",museum bangkit nasional bahasa inggris museum of national awakening adalah buah gedung yang bangun bagai monumen tempat lahir dan kembang sadar nasional dan juga temu organisasi gera modern pertama kali dengan nama boedi oetomo belum jadi museum bangun ini dahulu adalah sekolah dokter yang diri oleh belanda dengan nama school tot opleiding van inlandsche artsen singkat stovia atau sekolah dokter bumiputra dalam jalan gedung sebut selalu alih fungsi lokasi museum ini tidak jauh dari pasar senen tepat di jalan abdurrahman saleh no 26 belum rspad gatot subroto jakarta pusat budaya budaya budaya budaya budaya jakarta jakarta jakarta jakarta jakarta 
64,Museum Sasmita Loka Ahmad Yani,Budaya,Jakarta,4.7,2000,"Museum Sasmita Loka Ahmad Yani adalah salah satu museum pahlawan nasional yang terletak di jalan Lembang No. 58 dan jalan Laruharhari No. 65, Jakarta Pusat, DKI Jakarta, Indonesia. Museum ini terbuka untuk umum dari hari Selasa hingga hari Minggu, dari pukul 08:00 hingga pukul 14:00 WIB. Setiap hari Senin museum ini ditutup untuk umum.",museum sasmita loka ahmad yani adalah salah satu museum pahlawan nasional yang letak di jalan lembang no 58 dan jalan laruharhari no 65 jakarta pusat dki jakarta indonesia museum ini buka untuk umum dari hari selasa hingga hari minggu dari pukul 08 00 hingga pukul 14 00 wib tiap hari senin museum ini tutup untuk umum budaya budaya budaya budaya budaya jakarta jakarta jakarta jakarta jakarta 
65,Museum Basoeki Abdullah,Budaya,Jakarta,4.6,1000,"Museum Basoeki Abdullah berisi lukisan dan koleksi pribadi Basoeki Abdullah seperti patung, topeng, wayang dan senjata. Museum yang terletak di Jakarta Selatan ini dikelola oleh Kementerian Pendidikan dan Kebudayaan. Selain digunakan untuk pameran, museum ini juga digunakan untuk menggelar seminar, penelitian, lokakarya serta menerbitkan bermacam bentuk publikasi berupa katalog, biografi, kumpulan artikel dan hasil penelitian.",museum basoeki abdullah isi lukis dan koleksi pribadi basoeki abdullah seperti patung topeng wayang dan senjata museum yang letak di jakarta selatan ini kelola oleh menteri didik dan budaya selain guna untuk pamer museum ini juga guna untuk gelar seminar teliti lokakarya serta terbit macam bentuk publikasi upa katalog biografi kumpul artikel dan hasil teliti budaya budaya budaya budaya budaya jakarta jakarta jakarta jakarta jakarta 
66,Museum Layang-layang,Budaya,Jakarta,4.5,10000,"Museum Layang-Layang adalah sebuah museum yang terletak di Jl. H. Kamang No. 38, Pondok Labu, Jakarta Selatan. Museum ini merupakan museum layang-layang pertama di Indonesia. Jumlah koleksi layang-layang di museum ini berjumlah 600, tetapi jumlah tersebut terus bertambah seiring datangnya koleksi-koleksi baru dari para pelayang daerah dan luar negeri maupun layang-layang yang dibuat sendiri oleh karyawan museum. Museum Layang-Layang buka setiap hari mulai pukul 09.00-16.00 WIB. Hari libur nasional Museum Layang-layang tutup.",museum layang layang adalah buah museum yang letak di jl h kamang no 38 pondok labu jakarta selatan museum ini rupa museum layang layang pertama di indonesia jumlah koleksi layang layang di museum ini jumlah 600 tetapi jumlah sebut terus tambah iring datang koleksi koleksi baru dari para layang daerah dan luar negeri maupun layang layang yang buat sendiri oleh karyawan museum museum layang layang buka tiap hari mulai pukul 09 00 16 00 wib hari libur nasional museum layang layang tutup budaya budaya budaya budaya budaya jakarta jakarta jakarta jakarta jakarta 
67,Margasatwa Muara Angke,Cagar Alam,Jakarta,4.2,25000,"Suaka margasatwa Muara Angke adalah sebuah kawasan konservasi berdasarkan SK Menteri Kehutanan RI Nomor: 097/Kpts-II/1988, 29 Februari 1998 di wilayah hutan bakau di pesisir utara Jakarta. Secara administratif, kawasan ini termasuk wilayah Kelurahan Kapuk Muara, Kecamatan Penjaringan, Kotamadya Jakarta Utara.",suaka margasatwa muara angke adalah buah kawasan konservasi dasar sk menteri hutan ri nomor 097 kpts ii 1988 29 februari 1998 di wilayah hutan bakau di pesisir utara jakarta cara administratif kawasan ini masuk wilayah lurah kapuk muara camat jaring kotamadya jakarta utara cagar alam cagar alam cagar alam cagar alam cagar alam jakarta jakarta jakarta jakarta jakarta 
68,Pasar Petak Sembilan,Pusat Perbelanjaan,Jakarta,4.4,0,"Pecinan Glodok, tepatnya di Pasar Petak Sembilan, Jakarta Barat merupakan salah satu tempat yang menjual berbagai macam kuliner khas China. Kawasan yang sebagaian besar dihuni oleh orang Tionghoa ini terkenal dengan kuliner khas China yang banyak dijajakan oleh para warga. Mulai dari kue keranjang, kue dodol, hingga kue lapis banyak dijajakan di sini. Dengan harga mulai dari Rp 30 ribu hingga Rp 100 ribu, ketiga jenis kue ini menjadi kue yang paling sering dibeli untuk melengkapi perayaan Imlek. Menurut sumber dari penjual, mereka mengaku bahwa kue yang dijajakan didatangkan langsung dari berbagai daerah. Karena berasal dari wilayah yang berbeda, kue-kue ini memilliki ciri khas tersendiri.",pecinan glodok tepat di pasar petak sembilan jakarta barat rupa salah satu tempat yang jual bagai macam kuliner khas china kawasan yang bagai besar huni oleh orang tionghoa ini kenal dengan kuliner khas china yang banyak jaja oleh para warga mulai dari kue keranjang kue dodol hingga kue lapis banyak jaja di sini dengan harga mulai dari rp 30 ribu hingga rp 100 ribu tiga jenis kue ini jadi kue yang paling sering beli untuk lengkap raya imlek turut sumber dari jual mereka aku bahwa kue yang jaja datang langsung dari bagai daerah karena asal dari wilayah yang beda kue kue ini memilliki ciri khas sendiri pusat belanja pusat belanja pusat belanja pusat belanja pusat belanja jakarta jakarta jakarta jakarta jakarta 
69,Freedom Library,Budaya,Jakarta,5.0,0,"Freedom Library adalah perpustakaan buku yang dibuka umum. Memiliki puluhan ribu koleksi buku yang disusun di rak dan sesuai dengan tema, sehingga mempermudah untuk mencari buku yang diinginkan. Dengan desain ruangan yang modern serta suasana yang tenang membuat pembaca akan betah berlama-lama disini.  Cukup dengan mendaftar menjadi member terlebih dahulu dan tidak dikenakan biaya (Gratis) kalian bisa membaca buku diperpustakaan ini.",freedom library adalah pustaka buku yang buka umum milik puluh ribu koleksi buku yang susun di rak dan sesuai dengan tema sehingga mudah untuk cari buku yang ingin dengan desain ruang yang modern serta suasana yang tenang buat baca akan betah lama lama sini cukup dengan daftar jadi member lebih dahulu dan tidak kena biaya gratis kalian bisa baca buku pustaka ini budaya budaya budaya budaya budaya jakarta jakarta jakarta jakarta jakarta 
70,Perpustakaan Nasional,Budaya,Jakarta,4.7,0,"Perpustakaan Nasional adalah perpustakaan yang secara khusus didirikan oleh Pemerintah Negara demi menyimpan informasi negara tersebut. Berbeda dengan perpustakaan umum, sangatlah jarang khalayak ramai diperbolehkan meminjam buku. Seringkali sebuah perpustakaan nasional menyimpan koleksi langka dan bersejarah.\nBeberapa perpustakaan awal bisa disebut perpustakaan nasional, seperti Perpustakaan Alexandria yang merupakan Perpustakaan Mesir Kuno. Perpustakaan nasional sering kali berukuran sangat besar dan luas apalagi jika diperbandingkan dengan perpustakaan biasa lainnya di negaranya. Beberapa negara yang tidak independen, tetapi tetap berkeinginan melestarikan budaya khusus mereka umumnya mendirikan sebuah perpustakaan nasional dengan segala atribut kelembagaan tersebut deposito hukum.\nBanyak perpustakaan nasional yang bekerja sama dengan Federasi Internasional dari Asosiasi dan Institusi Perpustakaan (bahasa Inggris: International Federation of Library Associations and Institutions (IFLA)) guna membagas tugas umum, menetapkan, dan mempromosikan standar umum serta pelaksanaan proyek untuk membantu memenuhi tugas mereka. Perpustakaan nasional di Eropa berpartisipasi dalam Perpustakaan Eropa. Ini merupakan pelayanan dari Konferensi Pustakawan Nasional Eropa (bahasa Inggris: Conference of European National Librarians (CENL)).\nSalah satu rencana pertama dari sebuah perpustakaan nasional yang dirancang oleh matematikawan, John Dee, pada tahun 1556 yang diperlihatkan pada Mary I dari Inggris dengan rencana yang visioner untuk pelestarian buku-buku lama, manuskrip, dan catatan dan pendirian perpustakaan nasional, tetapi proposal tersebut tidak disetujui.",pustaka nasional adalah pustaka yang cara khusus diri oleh perintah negara demi simpan informasi negara sebut beda dengan pustaka umum sangat jarang khalayak ramai boleh pinjam buku seringkali buah pustaka nasional simpan koleksi langka dan sejarah nbeberapa pustaka awal bisa sebut pustaka nasional seperti pustaka alexandria yang rupa pustaka mesir kuno pustaka nasional sering kali ukur sangat besar dan luas apalagi jika banding dengan pustaka biasa lain di negara beberapa negara yang tidak independen tetapi tetap ingin lestari budaya khusus mereka umum diri buah pustaka nasional dengan segala atribut lembaga sebut deposito hukum nbanyak pustaka nasional yang kerja sama dengan federasi internasional dari asosiasi dan institusi pustaka bahasa inggris international federation of library associations and institutions ifla guna bagas tugas umum tetap dan promosi standar umum serta laksana proyek untuk bantu penuh tugas mereka pustaka nasional di eropa partisipasi dalam pustaka eropa ini rupa layan dari konferensi pustakawan nasional eropa bahasa inggris conference of european national librarians cenl nsalah satu rencana pertama dari buah pustaka nasional yang rancang oleh matematikawan john dee pada tahun 1556 yang lihat pada mary i dari inggris dengan rencana yang visioner untuk lestari buku buku lama manuskrip dan catat dan diri pustaka nasional tetapi proposal sebut tidak tuju budaya budaya budaya budaya budaya jakarta jakarta jakarta jakarta jakarta 
71,Cibubur Garden Diary (Cibugary),Cagar Alam,Jakarta,4.5,50000,"Cibubur Garden Dairy atau biasa dikenal degan sebutan Cibugary merupakan sebuah perternakan sapi perah dan peternakan kambing yang memiliki nuansa kebun dikawasan Cibubur, sang empunya Bapak Rachmat Baghory mempunyai inisiatif untuk menjadikan tempat tersebut sebagai wisata agro edukatif terutama untuk anak-anak.",cibubur garden dairy atau biasa kenal degan sebut cibugary rupa buah terna sapi perah dan terna kambing yang milik nuansa kebun kawasan cibubur sang empunya bapak rachmat baghory punya inisiatif untuk jadi tempat sebut bagai wisata agro edukatif utama untuk anak anak cagar alam cagar alam cagar alam cagar alam cagar alam jakarta jakarta jakarta jakarta jakarta 
72,Waterboom PIK (Pantai Indah Kapuk),Taman Hiburan,Jakarta,4.4,300000,"Waterbom Jakarta merupakan sebuah wahana permainan air yang cukup populer di kawasan Pantai Indah Kapuk (PIK), Jakarta Utara. Harga tiket masuk Waterboom PIK tidak terlalu menguras kantong, hanya Rp 100 ribu per orang saat weekday atau Rp 200 ribu saat weekend. Waterboom PIK menjadi objek wisata favorit saat liburan karena menawarkan fasilitas memadai dan memiliki wahana permainan air yang terbilang lengkap.",waterbom jakarta rupa buah wahana main air yang cukup populer di kawasan pantai indah kapuk pik jakarta utara harga tiket masuk waterboom pik tidak terlalu uras kantong hanya rp 100 ribu per orang saat weekday atau rp 200 ribu saat weekend waterboom pik jadi objek wisata favorit saat libur karena tawar fasilitas pada dan milik wahana main air yang bilang lengkap taman hibur taman hibur taman hibur taman hibur taman hibur jakarta jakarta jakarta jakarta jakarta 
